sym,action,amt,cuid0,cuid1,actor,source,destination,note,tuid,external_id,timestamp,ref_tuid
USD,cancel,0,pXoR1CtSCJvTn6yK,x8GSyjdYYm5aymgT,pXoR1CtSCJvTn6yK,w0S2tG7gR7Hichrl,w0S2tG7gR7Hichrl,,LMY7-3K7V,,1499259780396,
USD,cancel,0,pXoR1CtSCJvTn6yK,x8GSyjdYYm5aymgT,pXoR1CtSCJvTn6yK,w0S2tG7gR7Hichrl,w0S2tG7gR7Hichrl,,P8CI-V8GE,,1499259783415,
USD,cancel,0,pXoR1CtSCJvTn6yK,x8GSyjdYYm5aymgT,pXoR1CtSCJvTn6yK,w0S2tG7gR7Hichrl,w0S2tG7gR7Hichrl,,MKPO-78NS,,1499259786467,
USD,cancel,0,pXoR1CtSCJvTn6yK,x8GSyjdYYm5aymgT,pXoR1CtSCJvTn6yK,w0S2tG7gR7Hichrl,w0S2tG7gR7Hichrl,,QCQB-A752,,1499259789084,
USD,cancel,0,pXoR1CtSCJvTn6yK,x8GSyjdYYm5aymgT,pXoR1CtSCJvTn6yK,w0S2tG7gR7Hichrl,w0S2tG7gR7Hichrl,,V9F3-YFTQ,,1499259791626,
USD,cancel,0,pXoR1CtSCJvTn6yK,x8GSyjdYYm5aymgT,pXoR1CtSCJvTn6yK,w0S2tG7gR7Hichrl,w0S2tG7gR7Hichrl,,4RCG-1XX3,,1499259794486,
USD,cancel,0,pXoR1CtSCJvTn6yK,x8GSyjdYYm5aymgT,pXoR1CtSCJvTn6yK,w0S2tG7gR7Hichrl,w0S2tG7gR7Hichrl,,V29Z-74W4,,1499259806601,
USD,cancel,0,pXoR1CtSCJvTn6yK,x8GSyjdYYm5aymgT,pXoR1CtSCJvTn6yK,w0S2tG7gR7Hichrl,w0S2tG7gR7Hichrl,,UA49-U2AJ,,1499259809907,
USD,cancel,0,pXoR1CtSCJvTn6yK,x8GSyjdYYm5aymgT,pXoR1CtSCJvTn6yK,w0S2tG7gR7Hichrl,w0S2tG7gR7Hichrl,,7KPF-BFKH,,1499259819006,
USD,cancel,0,pXoR1CtSCJvTn6yK,x8GSyjdYYm5aymgT,pXoR1CtSCJvTn6yK,w0S2tG7gR7Hichrl,w0S2tG7gR7Hichrl,,YT6F-RZAZ,,1499259821993,
USD,cancel,0,pXoR1CtSCJvTn6yK,x8GSyjdYYm5aymgT,pXoR1CtSCJvTn6yK,w0S2tG7gR7Hichrl,w0S2tG7gR7Hichrl,,SGR5-7XPF,,1499259825140,
USD,cancel,0,pXoR1CtSCJvTn6yK,x8GSyjdYYm5aymgT,pXoR1CtSCJvTn6yK,w0S2tG7gR7Hichrl,w0S2tG7gR7Hichrl,,FQ7M-9NH4,,1499259829237,
USD,cancel,0,pXoR1CtSCJvTn6yK,x8GSyjdYYm5aymgT,pXoR1CtSCJvTn6yK,w0S2tG7gR7Hichrl,w0S2tG7gR7Hichrl,,JOPJ-RHD3,,1499259832221,
USD,cancel,0,pXoR1CtSCJvTn6yK,x8GSyjdYYm5aymgT,pXoR1CtSCJvTn6yK,w0S2tG7gR7Hichrl,w0S2tG7gR7Hichrl,,9LK7-HDIF,,1499259834755,
USD,cancel,0,pXoR1CtSCJvTn6yK,x8GSyjdYYm5aymgT,pXoR1CtSCJvTn6yK,w0S2tG7gR7Hichrl,w0S2tG7gR7Hichrl,,L38C-VA96,,1499259837755,
USD,cancel,0,pXoR1CtSCJvTn6yK,x8GSyjdYYm5aymgT,pXoR1CtSCJvTn6yK,w0S2tG7gR7Hichrl,w0S2tG7gR7Hichrl,,9V4F-ALUA,,1499259844903,
USD,cancel,0,pXoR1CtSCJvTn6yK,x8GSyjdYYm5aymgT,pXoR1CtSCJvTn6yK,w0S2tG7gR7Hichrl,w0S2tG7gR7Hichrl,,V53B-KI15,,1499259847204,
USD,cancel,0,pXoR1CtSCJvTn6yK,x8GSyjdYYm5aymgT,pXoR1CtSCJvTn6yK,w0S2tG7gR7Hichrl,w0S2tG7gR7Hichrl,,HB4U-U2CB,,1499259852378,
USD,cancel,0,pXoR1CtSCJvTn6yK,x8GSyjdYYm5aymgT,pXoR1CtSCJvTn6yK,w0S2tG7gR7Hichrl,w0S2tG7gR7Hichrl,,QQNL-Y3VP,,1499259855308,
USD,cancel,0,pXoR1CtSCJvTn6yK,x8GSyjdYYm5aymgT,pXoR1CtSCJvTn6yK,w0S2tG7gR7Hichrl,w0S2tG7gR7Hichrl,,ASWH-GILL,,1499259858504,
USD,cancel,0,pXoR1CtSCJvTn6yK,x8GSyjdYYm5aymgT,pXoR1CtSCJvTn6yK,w0S2tG7gR7Hichrl,w0S2tG7gR7Hichrl,,AP3F-AG3D,,1499259861121,
USD,cancel,0,pXoR1CtSCJvTn6yK,x8GSyjdYYm5aymgT,pXoR1CtSCJvTn6yK,w0S2tG7gR7Hichrl,w0S2tG7gR7Hichrl,,J4NQ-BH3X,,1499259864515,
USD,cancel,0,pXoR1CtSCJvTn6yK,x8GSyjdYYm5aymgT,pXoR1CtSCJvTn6yK,w0S2tG7gR7Hichrl,w0S2tG7gR7Hichrl,,L6GT-BQRH,,1499259868137,
USD,cancel,0,pXoR1CtSCJvTn6yK,x8GSyjdYYm5aymgT,pXoR1CtSCJvTn6yK,w0S2tG7gR7Hichrl,w0S2tG7gR7Hichrl,,GZL9-QFNQ,,1499259871744,
USD,cancel,0,pXoR1CtSCJvTn6yK,x8GSyjdYYm5aymgT,pXoR1CtSCJvTn6yK,w0S2tG7gR7Hichrl,w0S2tG7gR7Hichrl,,GCQF-W7G3,,1499259875092,
USD,init_deposit,0,2fjdYGo0DeYVKzI8,,2fjdYGo0DeYVKzI8,,w2fjdYGoDeYVKzI8,,WFS4-TLK4,16bb651e-4cfdff3c0,1499260561512,
USD,fail_deposit,0,2fjdYGo0DeYVKzI8,,,,w2fjdYGoDeYVKzI8,,WFS4-TLK4,16bb651e-4cfdff3c0,1499260716722,
USD,transfer,5,bNjso7ww03KXQLU7,,bNjso7ww03KXQLU7,wsMUYRWAbgqJ3qQD,w32iYnNNqi5Y4JXg,,413H-Z8CT,,1499260873779,
USD,pay,10,tMcEZcFvIcm0KYJ7,7JEQGAboeMK5WzJh,tMcEZcFvIcm0KYJ7,wtMcEZcFIcm0KYJ7,wDmtuuJSbP99nZ6S,Work orner,8H41-6IH6,,1499260958880,
USD,fail_deposit,30,v9CP344wciopQ0qK,,,,wKh0NPvZpgCHvEIN,,F7RB-QOSX,637356b1-4cfdff3c0,1499260966710,
USD,card_auth,2,4scwj7Vi3fnN3gIq,,4scwj7Vi3fnN3gIq,wdLC7LD7EcbigSHC,,VISIT PATRNCISCOCAUS,2MFN-UXMN,V.08,1499261022327,
USD,card_declined,0,4scwj7Vi3fnN3gIq,,4scwj7Vi3fnN3gIq,wdLC7LD7EcbigSHC,,,2MFN-UXMN,V.08,1499261025084,
USD,transfer,82,8MUE8VGuryIbNcLz,,8MUE8VGuryIbNcLz,wSWxyvlNmw88yYIl,wVTTVaotfgkMSjLc,,JFS4-9LIH,,1499261098135,
USD,fail_deposit,5,OuckqMMehIZA81ZA,,,,wvx6S1bVXyc9l2Mp,,RE7Q-BTLY,4ad408d6-4cfdff3c0,1499261218171,
USD,card_settle,36.4,3iaFfintzJpDthvW,,3iaFfintzJpDthvW,wBb7JEpf7eOjr6US,,CVS/P03407,JBJ3-JGY6,eac25f8a-4cfdff3c0,1499262039159,
USD,card_settle,92.5,yhi5LpBGYbLyQVoL,,yhi5LpBGYbLyQVoL,wmkhzcgtaJxVBTCW,,YOGUA304,6XED-G9IV,ebc25f8a-4cfdff3c0,1499262040711,
USD,card_settle,5,3iaFfintzJpDthvW,,3iaFfintzJpDthvW,wBb7JEpf7eOjr6US,,SQ *SH |||,G3P3-QDOF,cdf69490-4cfdff3c0,1499262042519,
USD,card_settle,15.3,VzBlus1yj8ZnMWKp,,VzBlus1yj8ZnMWKp,wp9q6grJojlJ0P9N,,WM SU#1662,ENQI-7LYV,cff69490-4cfdff3c0,1499262043791,
USD,card_settle,18.2,5jahfwd1Q5jCS1H8,,5jahfwd1Q5jCS1H8,wuJ4cgikS6sRP89f,,DUNKI3 Q35,NNG2-GH8N,d0f69490-4cfdff3c0,1499262045274,
USD,card_settle,96.2,AtfnpsUdSPZNRnlj,,AtfnpsUdSPZNRnlj,wF5DOqDeAWO6FoqV,,YOGUA304,1OCO-YY68,d1f69490-4cfdff3c0,1499262046738,
USD,card_settle,9.15,mKrE3ocjll4gVBuU,,mKrE3ocjll4gVBuU,wawikLO8zyW98jFu,,MELLOTAMPA,WNMU-KIXA,d2f69490-4cfdff3c0,1499262048266,
USD,card_settle,21,ZGEgI7ErTPIiYwLK,,ZGEgI7ErTPIiYwLK,w7qFbfDBRaqRICvC,,AMAZO PMTS,TJIU-6E87,d3f69490-4cfdff3c0,1499262049777,
USD,transfer,82,5jahfwd1Q5jCS1H8,,5jahfwd1Q5jCS1H8,wuJ4cgikS6sRP89f,wjIzvThbW9c1q1kZ,roup,NNG2-GH8N,,1499262051774,
USD,card_settle,8.2,mKrE3ocjll4gVBuU,,mKrE3ocjll4gVBuU,wawikLO8zyW98jFu,,SQ *TTCHEN,EVEF-36TT,d4f69490-4cfdff3c0,1499262051277,
USD,card_settle,99.1,0BJowqUMWqWKLRqV,,0BJowqUMWqWKLRqV,wn45bMDk4adM75Mb,,APL* /BILL,1AFP-TM3Z,b5c20497-4cfdff3c0,1499262052772,
USD,transfer,1.1,mKrE3ocjll4gVBuU,,mKrE3ocjll4gVBuU,wawikLO8zyW98jFu,w1Zv8kLdbgBNEhu3,roup,WNMU-KIXA,,1499262054819,
USD,card_settle,98.5,0BJowqUMWqWKLRqV,,0BJowqUMWqWKLRqV,wn45bMDk4adM75Mb,,APL* /BILL,MIDC-NSCF,b6c20497-4cfdff3c0,1499262054567,
USD,card_settle,19.4,x7ea6tviWe0byyd3,,x7ea6tviWe0byyd3,wEl5k7mDCHm4XcL5,,STEAMG595229,N8Y8-CTUO,b7c20497-4cfdff3c0,1499262055760,
USD,transfer,2.1,mKrE3ocjll4gVBuU,,mKrE3ocjll4gVBuU,wawikLO8zyW98jFu,w1Zv8kLdbgBNEhu3,roup,EVEF-36TT,,1499262057829,
USD,card_settle,20,buta0GNFfj9qErof,,buta0GNFfj9qErof,wJ5q9HoiHyjCD0gr,,SOULLINE,DBPQ-6G2J,bdc20497-4cfdff3c0,1499262057284,
USD,card_settle,4.21,sKepCAIW3XM6JHEm,,sKepCAIW3XM6JHEm,w7FJqOq1DcSmUWNJ,,CARD.COM,52QY-EIGW,bec20497-4cfdff3c0,1499262060347,
USD,card_settle,31.18,s3eKuvxQAhMqKDqC,,s3eKuvxQAhMqKDqC,wZ828nrXZMYrwc3E,,APL* /BILL,DUQZ-HBAW,c1c20497-4cfdff3c0,1499262061858,
USD,card_settle,29.5,ZrKuIojxxdeiWUgQ,,ZrKuIojxxdeiWUgQ,wqkK67GcBQcetkSl,,APL* /BILL,SLFZ-XR43,9143289d-4cfdff3c0,1499262063459,
USD,card_settle,99.5,W2ZNCAPt3pA2rlR2,,W2ZNCAPt3pA2rlR2,w1js4Xg3sHzwgQXi,,AA,DX1C-WE66,9443289d-4cfdff3c0,1499262064880,
USD,card_settle,99,4Eeqo4LSY6LFr6od,,4Eeqo4LSY6LFr6od,wtEzJdTM6lQjZPg9,,GOOkki,DK9U-BWCW,9743289d-4cfdff3c0,1499262066360,
USD,card_settle,99.65,RwYGIBFoVUk74cLr,,RwYGIBFoVUk74cLr,wqA84wbwk3X1W3sX,,BANCOM,QCSE-SO3L,9843289d-4cfdff3c0,1499262067769,
USD,transfer,71,ZrKuIojxxdeiWUgQ,,ZrKuIojxxdeiWUgQ,wqkK67GcBQcetkSl,wP7J0OuFdq5Lk5Jh,roup,SLFZ-XR43,,1499262069990,
USD,card_settle,8.18,nk4E1ktrmDaj7llL,,nk4E1ktrmDaj7llL,wioQLKqSNfqcPyEL,,MIRACCOFFE,5CAE-4OTE,9943289d-4cfdff3c0,1499262069693,
USD,transfer,1.1,W2ZNCAPt3pA2rlR2,,W2ZNCAPt3pA2rlR2,w1js4Xg3sHzwgQXi,wk9UD7l0BQ1pGTCv,roup,DX1C-WE66,,1499262071375,
USD,transfer,1.1,4Eeqo4LSY6LFr6od,,4Eeqo4LSY6LFr6od,wtEzJdTM6lQjZPg9,wNGXRUsrzOQf23Mu,roup,DK9U-BWCW,,1499262072791,
USD,transfer,92,nk4E1ktrmDaj7llL,,nk4E1ktrmDaj7llL,wioQLKqSNfqcPyEL,w8ggfUum0qCKHywy,roup,5CAE-4OTE,,1499262075843,
USD,card_settle,34.5,UzfAsmHhpHl3QkaL,,UzfAsmHhpHl3QkaL,wmkcKJEcgVJx0cNT,,RITE A 10404,G1NL-G1NK,21293ea6-4cfdff3c0,1499262078102,
USD,card_settle,75.6,8S2xhHiwCbcjIy5W,,8S2xhHiwCbcjIy5W,wR1jP5B9RyY3mUB5,,AINA H 820 W,WJL5-XLW4,22293ea6-4cfdff3c0,1499262080084,
USD,card_settle,35.6,ZFURQcwr41ohiynp,,ZFURQcwr41ohiynp,wzlFyyf4YSbsjbJy,,WA42,GVAH-GBIF,23293ea6-4cfdff3c0,1499262081288,
USD,card_settle,96.4,qu2iPBCgrPAgQEBc,,qu2iPBCgrPAgQEBc,wySeilHEKmS4WTPo,,RAC685,IFIG-WXTQ,24293ea6-4cfdff3c0,1499262082806,
USD,transfer,66,UzfAsmHhpHl3QkaL,,UzfAsmHhpHl3QkaL,wmkcKJEcgVJx0cNT,wqFj9YePaCtOoAk9,roup,G1NL-G1NK,,1499262085096,
USD,card_settle,6,Akak4ncP1jX8eRGD,,Akak4ncP1jX8eRGD,wJmlDNrLVBRashVy,,METRO& TOM,Z9RZ-57KZ,25293ea6-4cfdff3c0,1499262084312,
USD,transfer,25.1,8S2xhHiwCbcjIy5W,,8S2xhHiwCbcjIy5W,wR1jP5B9RyY3mUB5,wdyAxUDpvfYUIUvk,roup,WJL5-XLW4,,1499262086340,
USD,card_settle,15.2,0aJIelPV1xvCXN0x,,0aJIelPV1xvCXN0x,wBNkjGLDihF1imKL,,MAID O STORE,4AFB-K6KP,26293ea6-4cfdff3c0,1499262085816,
USD,card_settle,65.8,wkScYSTo95kDTi6M,,wkScYSTo95kDTi6M,w9IbUseW10rNQTyl,,GRADUE F&B,CE3R-LQIS,27293ea6-4cfdff3c0,1499262087362,
USD,card_settle,24.11,E6JybbhPEj80ZwXE,,E6JybbhPEj80ZwXE,w8PbNrlLyzSkZBN9,,BAS215,R45Z-MGQF,199b84ac-4cfdff3c0,1499262088903,
USD,card_settle,1.5,3RE7ewZAJ1u8l9K1,,3RE7ewZAJ1u8l9K1,wIe9ecgHoTzpaTyk,,WEN878,VFFZ-UMOJ,1a9b84ac-4cfdff3c0,1499262090641,
USD,card_settle,1.5,uC94kylgsS3Vg4hw,,uC94kylgsS3Vg4hw,wJd6ozGR9qv0MhLQ,,PAYPATATMA,9RWO-S2TN,1c9b84ac-4cfdff3c0,1499262092259,
USD,card_settle,98.31,QhlppMk54dC3RDnc,,QhlppMk54dC3RDnc,wgO7IzSAs9cNmhra,,SPROUTMARKET,U7DE-WX75,1d9b84ac-4cfdff3c0,1499262094817,
USD,transfer,99,3RE7ewZAJ1u8l9K1,,3RE7ewZAJ1u8l9K1,wIe9ecgHoTzpaTyk,wzOzca9Ddzsi9wPS,roup,VFFZ-UMOJ,,1499262097297,
USD,card_settle,89.4,3RE7ewZAJ1u8l9K1,,3RE7ewZAJ1u8l9K1,wIe9ecgHoTzpaTyk,,WEN878,AP2Y-UM9K,1e9b84ac-4cfdff3c0,1499262096301,
USD,card_settle,14.4,l4qnGJVukKi45Q3H,,l4qnGJVukKi45Q3H,wxBWo53ikkN0nNLw,,BUSCH OD SVC,9RJX-AGOD,1f9b84ac-4cfdff3c0,1499262097810,
USD,transfer,2.1,QhlppMk54dC3RDnc,,QhlppMk54dC3RDnc,wgO7IzSAs9cNmhra,wxvna8EPwY7AVRTb,roup,U7DE-WX75,,1499262101334,
USD,card_settle,31.11,IznXSaDXOaO0DyKT,,IznXSaDXOaO0DyKT,wb9sK7fKolf7J3Vs,,STARB10530,B434-2QW5,1f9984b3-4cfdff3c0,1499262099381,
USD,transfer,11.1,3RE7ewZAJ1u8l9K1,,3RE7ewZAJ1u8l9K1,wIe9ecgHoTzpaTyk,wzOzca9Ddzsi9wPS,roup,AP2Y-UM9K,,1499262102943,
USD,card_settle,6.5,gWh8CsD30EPqAEqe,,gWh8CsD30EPqAEqe,wFg7y2u1LMCOG2wm,,TOM'HUMB,H18A-N2LI,209984b3-4cfdff3c0,1499262102365,
USD,transfer,86,l4qnGJVukKi45Q3H,,l4qnGJVukKi45Q3H,wxBWo53ikkN0nNLw,wSLHioR435tZnlBR,roup,9RJX-AGOD,,1499262104511,
USD,card_settle,78.1,W60XbUWjhiol8zQf,,W60XbUWjhiol8zQf,wuwGfAadPBs7Qh4W,,CUB 4974,E17B-OTQP,219984b3-4cfdff3c0,1499262103849,
USD,card_settle,13.1,W60XbUWjhiol8zQf,,W60XbUWjhiol8zQf,wuwGfAadPBs7Qh4W,,CUB 4974,QBWG-EUZZ,229984b3-4cfdff3c0,1499262105359,
USD,card_settle,3.2,JbsUZEG9Ns8MlIig,,JbsUZEG9Ns8MlIig,wdQ2LW6AIWGpyu8V,,DICK'SSPORTI,2AW3-BYUC,239984b3-4cfdff3c0,1499262106846,
USD,card_settle,65.1,3hUdGohCPfmqyNQs,,3hUdGohCPfmqyNQs,wBcWh24IzbwqNREO,,Duane 598 BR,H23P-VIHA,249984b3-4cfdff3c0,1499262108359,
USD,card_settle,4.1,iuIHnuBILDhEfNfY,,iuIHnuBILDhEfNfY,wmgnNdo2LbpWhucb,,PET185,QW4P-CW45,259984b3-4cfdff3c0,1499262109881,
USD,card_settle,26.13,azBXxTRM3bW3mBd6,,azBXxTRM3bW3mBd6,wvPGeNRJFRAhMpnK,,TACO LLC,OZKM-15T2,af64c5b9-4cfdff3c0,1499262111454,
USD,transfer,35.1,3hUdGohCPfmqyNQs,,3hUdGohCPfmqyNQs,wBcWh24IzbwqNREO,wYj7yxhpb5QVmX4W,roup,H23P-VIHA,,1499262114972,
USD,card_settle,21.3,k3qFZlc6Lge4wIHi,,k3qFZlc6Lge4wIHi,w4cEogCet2HNLB6x,,MCDO9678,DH6M-JRFQ,b164c5b9-4cfdff3c0,1499262114163,
USD,card_settle,17,WaGRl26MHuYfqxEk,,WaGRl26MHuYfqxEk,wQ5QyzsQJX7A3I90,,DLR FOON-TIP,A23L-FWMT,b264c5b9-4cfdff3c0,1499262115850,
USD,card_settle,36.9,U29FQ99HRARDERAP,,U29FQ99HRARDERAP,wMxx8XiJHsONRqaV,,NYXI,CE1U-XSI9,b464c5b9-4cfdff3c0,1499262117380,
USD,card_settle,39.52,jDJj3nzHzI0u1zdg,,jDJj3nzHzI0u1zdg,wzqKXTwdOQSo3KRg,,PFASIC,B5DJ-1181,b564c5b9-4cfdff3c0,1499262118934,
USD,card_settle,73.3,i7kBqvsxmRXAjyoD,,i7kBqvsxmRXAjyoD,wRRunRxjGxgPyP2l,,DOGPATSE & C,BAYW-DVMP,b664c5b9-4cfdff3c0,1499262120432,
USD,card_settle,6,89rzDrPKT5sB00Pe,,89rzDrPKT5sB00Pe,wkSfAMxi6UD7dEwG,,Uniral,UZN2-5WTR,111800c0-4cfdff3c0,1499262121993,
USD,card_settle,77.13,lMeSzNp1CKZjuw7G,,lMeSzNp1CKZjuw7G,wtQLwH6XeGxcwv7O,,CHI500,94CK-TLLB,121800c0-4cfdff3c0,1499262123456,
USD,transfer,61,jDJj3nzHzI0u1zdg,,jDJj3nzHzI0u1zdg,wzqKXTwdOQSo3KRg,wryWqCw6ImqSNU6N,roup,B5DJ-1181,,1499262125565,
USD,card_settle,3.8,Jmv2AtvIUr1Xw30K,,Jmv2AtvIUr1Xw30K,wcGcFzWNLsZMQZVn,,RMCF -e 5043,LKRW-JI3S,141800c0-4cfdff3c0,1499262124900,
USD,transfer,27.1,i7kBqvsxmRXAjyoD,,i7kBqvsxmRXAjyoD,wRRunRxjGxgPyP2l,wCSVQDscOCvuGYzq,roup,BAYW-DVMP,,1499262127044,
USD,cancel,0,LOk7hvQPRKnsxEEG,FkDRtq5FfuKEpWKT,LOk7hvQPRKnsxEEG,wbA30GwDPQH60hfG,wbA30GwDPQH60hfG,,U193-X9IB,,1499262127574,
USD,card_settle,2.5,i7kBqvsxmRXAjyoD,,i7kBqvsxmRXAjyoD,wRRunRxjGxgPyP2l,,COFFEEA LEAF,5MSB-5TYX,161800c0-4cfdff3c0,1499262126409,
USD,cancel,0,LOk7hvQPRKnsxEEG,FkDRtq5FfuKEpWKT,LOk7hvQPRKnsxEEG,wbA30GwDPQH60hfG,wbA30GwDPQH60hfG,,RJ9Q-CV2H,,1499262130726,
USD,card_settle,71.3,7FidgbB6kBdvXLaN,,7FidgbB6kBdvXLaN,w8skdDnao3lqokt9,,MCDONA OF MD,CYCM-IIBL,181800c0-4cfdff3c0,1499262129536,
USD,card_settle,67.25,OCbI4ss7qxGdHDo0,,OCbI4ss7qxGdHDo0,wS3qO3vyFiyskvIy,,MCDO9190,X2H3-K7VT,b86a01c6-4cfdff3c0,1499262131048,
USD,transfer,8,i7kBqvsxmRXAjyoD,,i7kBqvsxmRXAjyoD,wRRunRxjGxgPyP2l,wCSVQDscOCvuGYzq,roup,5MSB-5TYX,,1499262134575,
USD,card_settle,43.4,6dR7SQtBwQ1wqKv8,,6dR7SQtBwQ1wqKv8,wq2jEmO0marr9Dxx,,PAYPA SHOP,R1M6-3LWJ,b96a01c6-4cfdff3c0,1499262133881,
USD,card_settle,51.3,7SPrxp6vzbA7bzhK,,7SPrxp6vzbA7bzhK,wq6X31wLla6rqbGQ,,UBER I7N7E,XVUN-R1E9,ba6a01c6-4cfdff3c0,1499262135377,
USD,card_settle,95.28,cJVJEYf2w5ID5M3p,,cJVJEYf2w5ID5M3p,w9bWaWKp3MTz0QiY,,SP *CAPS,EWYP-2J7P,bb6a01c6-4cfdff3c0,1499262136880,
USD,card_settle,6,l4qnGJVukKi45Q3H,,l4qnGJVukKi45Q3H,wxBWo53ikkN0nNLw,,LAZ P60203,LOI6-5H19,bc6a01c6-4cfdff3c0,1499262138410,
USD,card_settle,11.9,kaeyYLvThntRI4u9,,kaeyYLvThntRI4u9,wMG4BPISF1M2e3W9,,EINSTEGELS11,GUGQ-IAGQ,bd6a01c6-4cfdff3c0,1499262139865,
USD,card_settle,85.11,DK1xHTyE8M2G35cW,,DK1xHTyE8M2G35cW,w3LeWBb7bSkyZE1p,,ROBER SHOP,T4SW-YIEO,bf6a01c6-4cfdff3c0,1499262141408,
USD,card_settle,99.7,gDfIF02mLFyzixab,,gDfIF02mLFyzixab,wNBtIZF24D32Cn6c,,SQ *ADYORK B,C2H3-EW12,f42794cc-4cfdff3c0,1499262142953,
USD,card_settle,5.2,urYtcz3NOh85sE7y,,urYtcz3NOh85sE7y,wjUrPiVv6L8izKNC,,PAYPPLEX,89GO-OIGG,f52794cc-4cfdff3c0,1499262144406,
USD,card_settle,24.4,7SPrxp6vzbA7bzhK,,7SPrxp6vzbA7bzhK,wq6X31wLla6rqbGQ,,UBER 4GAYB,58BL-V25M,f62794cc-4cfdff3c0,1499262145905,
USD,card_settle,8.13,i6WxOamKhyH3fzda,,i6WxOamKhyH3fzda,wAQ6lOa0n3eO0q4p,,SQ *LO GRILL,FDKC-N5CC,f72794cc-4cfdff3c0,1499262147425,
USD,card_settle,3.6,sosCa0fgT7SReEVx,,sosCa0fgT7SReEVx,wbFXOpTBa7BN2JVL,,MICRO STOR,RGX5-OK7G,f82794cc-4cfdff3c0,1499262148940,
USD,transfer,5.1,urYtcz3NOh85sE7y,,urYtcz3NOh85sE7y,wjUrPiVv6L8izKNC,wRwJhhbajzQQHr8c,roup,89GO-OIGG,,1499262151136,
USD,card_settle,9.2,sosCa0fgT7SReEVx,,sosCa0fgT7SReEVx,wbFXOpTBa7BN2JVL,,MICRO STOR,H9BG-3DOA,f92794cc-4cfdff3c0,1499262151093,
USD,card_settle,94.13,VqQx0Av5EA8Bz5Ar,,VqQx0Av5EA8Bz5Ar,w3B60J7IAiYrBFIi,,SQ *F TOYS,8FK3-96YI,6ff0d6d2-4cfdff3c0,1499262151906,
USD,card_settle,96.4,VqQx0Av5EA8Bz5Ar,,VqQx0Av5EA8Bz5Ar,w3B60J7IAiYrBFIi,,SQ *F TOYS,NPF9-A258,70f0d6d2-4cfdff3c0,1499262154921,
USD,card_settle,16,Jmv2AtvIUr1Xw30K,,Jmv2AtvIUr1Xw30K,wcGcFzWNLsZMQZVn,,SEATT CONC,7ZHI-A2JE,71f0d6d2-4cfdff3c0,1499262156424,
USD,card_settle,14.4,DK1xHTyE8M2G35cW,,DK1xHTyE8M2G35cW,w3LeWBb7bSkyZE1p,,TERRI # 24,1ABZ-PJEJ,72f0d6d2-4cfdff3c0,1499262157944,
USD,transfer,6.1,VqQx0Av5EA8Bz5Ar,,VqQx0Av5EA8Bz5Ar,w3B60J7IAiYrBFIi,w7PVKAtmyt7UuMQO,roup,8FK3-96YI,,1499262160045,
USD,card_settle,3.2,wkScYSTo95kDTi6M,,wkScYSTo95kDTi6M,w9IbUseW10rNQTyl,,CIRC0039,J4EV-APYN,73f0d6d2-4cfdff3c0,1499262159440,
USD,transfer,4.1,VqQx0Av5EA8Bz5Ar,,VqQx0Av5EA8Bz5Ar,w3B60J7IAiYrBFIi,w7PVKAtmyt7UuMQO,roup,NPF9-A258,,1499262161499,
USD,card_settle,2.22,Jmv2AtvIUr1Xw30K,,Jmv2AtvIUr1Xw30K,wcGcFzWNLsZMQZVn,,005MFECO,HELF-Z74F,74f0d6d2-4cfdff3c0,1499262160955,
USD,card_settle,12.2,cJVJEYf2w5ID5M3p,,cJVJEYf2w5ID5M3p,w9bWaWKp3MTz0QiY,,APL* /BILL,4LUF-KA8M,76f0d6d2-4cfdff3c0,1499262162431,
USD,card_settle,5,6FW41xnhvlpPbvg1,,6FW41xnhvlpPbvg1,wPV6xobieFKfdOno,,STEA.COM,ZRKV-SX2D,f9b1f7d8-4cfdff3c0,1499262163924,
USD,card_settle,99.6,xEIQxGGEn430XgKe,,xEIQxGGEn430XgKe,wsA0mElaER6tRYyy,,STEA.COM,L7J4-8OMD,fab1f7d8-4cfdff3c0,1499262165470,
USD,create_chore,2,LOk7hvQPRKnsxEEG,FkDRtq5FfuKEpWKT,LOk7hvQPRKnsxEEG,wbA30GwDPQH60hfG,wbA30GwDPQH60hfG,,NKIR-JKRS,,1499262167272,
USD,card_settle,11,7JEQGAboeMK5WzJh,,7JEQGAboeMK5WzJh,wDmtuuJSbP99nZ6S,,RAIN TSPA FL,Q9PY-D653,fbb1f7d8-4cfdff3c0,1499262166960,
USD,card_settle,8.14,ceKQaKk0dHzlT55D,,ceKQaKk0dHzlT55D,wE99p9RNP2VsW9uK,,Tommizza,8NIW-2MAB,fdb1f7d8-4cfdff3c0,1499262168464,
USD,transfer,1.1,xEIQxGGEn430XgKe,,xEIQxGGEn430XgKe,wsA0mElaER6tRYyy,wCE7qhcLHrCBbtZW,roup,L7J4-8OMD,,1499262172056,
USD,card_settle,79.6,BhJ5qflCrqOl7qWL,,BhJ5qflCrqOl7qWL,wkbhV06EiSYdJNS0,,JAMB0153,Q8ER-KZA6,00b2f7d8-4cfdff3c0,1499262170083,
USD,card_settle,71.7,uDzCo0rdEzNtnT1n,,uDzCo0rdEzNtnT1n,w0KtYQii3aBWrtcV,,LANCERND PAR,LQ6V-UMXZ,7ad463df-4cfdff3c0,1499262174720,
